"CITATIONS","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK TYPE","ROCK CLASS","ROCK TEXTURE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / PACIFIC OCEAN","NEVADOS DE PAYACHATA, AJATA CONES","-18.15","-18.16","-69.15","-69.16","SAE","","","s PAR 072","VOL","/ ANDESITE [3212] ","","","","F","","53.1","1.63","","15.72","","","","7.82","7.42","5.04","0.11","","2.45","4.03","0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206","55","","","","73","77","129","","","","","","47","1821","20","189","10","","","","","","","","","","","","","1789","","171","","79.5","13.6","3.73","","1.09","","","","0.32","1.37","0.22","5.67","0.71","","","","","","","","","16","","10.1","2.9","","","","0.70612","","18.08","","15.6","","38.31","","","","","","","","","","","","","","","62295",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / PACIFIC OCEAN","NEVADOS DE PAYACHATA, AJATA CONES","-18.15","-18.16","-69.15","-69.16","SAE","","","s PAR 086","VOL","/ ANDESITE [3212] ","","","","F","","58.2","1.27","","16.06","","","","6.23","5.55","3.27","0.09","","2.78","4.14","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149","49","","","","44","57","113","","","","","","70","969","15","211","10","","","","","","","","","","","","","1222","","93.5","","43.8","7.81","2.17","","0.67","","","","0.3","1.13","0.16","6","0.67","","","","","","","","","15","","8.52","1.8","","","","0.70688","","18.12","","15.6","","38.34","","","","","","","","","","","","","","","62296",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / PACIFIC OCEAN","NEVADOS DE PAYACHATA, QUARTER CONE","-18.15","-18.16","-69.15","-69.16","SAE","","","s POM 150","VOL","/ ANDESITE [3212] ","","","","F","","51.4","1.51","","15.51","","","","8.64","7.82","5.98","0.12","","1.48","3.29","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227","205","","","","96","82","145","","","","","","24","697","20","136","5","","","","","","","","","","","","","649","","52.6","","31.4","6.53","1.91","","0.82","","","","0.37","1.23","0.19","4","0.49","","","","","","","","","","","2.56","1.8","","","","","","","","","","","","","","","","","","","","","","","","","62297",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / PACIFIC OCEAN","NEVADOS DE PAYACHATA","-18.15","-18.16","-69.15","-69.16","SAE","","","s PAR 160","VOL","/ DACITE [3212] ","","","","F","","62.7","0.97","","15.63","","","","4.83","4.39","2.42","0.07","","3.44","4.26","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","32","","","","32","41","90","","","","","","95","963","15","199","9","","","","","","","","","","","","","1268","","96.1","","40.9","6.6","1.93","","0.59","","","","0.21","0.99","0.14","5.5","0.72","","","","","","","","","20","","13.5","2.4","","","","0.70661","","17.97","","15.59","","38.2","","","","","","","","","","","","","","","62303",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / PACIFIC OCEAN","NEVADOS DE PAYACHATA","-18.15","-18.16","-69.15","-69.16","SAE","","","s PAR 163","VOL","/ ANDESITE [3212] ","","","","F","","59.1","1.32","","16.15","","","","6.22","5.54","3.18","0.09","","2.9","4.29","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","45","","","","41","58","119","","","","","","74","974","15","202","14","","","","","","","","","","","","","1210","","90.1","","44.6","7.83","2.02","","0.72","","","","0.26","1.01","0.15","5.53","0.72","","","","","","","","","21","","8.58","2.2","","","","0.70662","","18.16","","15.61","","38.41","","","","","","","","","","","","","","","62305",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / PACIFIC OCEAN","NEVADOS DE PAYACHATA","-18.15","-18.16","-69.15","-69.16","SAE","","","s PAR 165","VOL","/ ANDESITE [3212] ","","","","F","","56.1","1.39","","16.04","","","","6.94","6.32","4.12","0.1","","2.4","3.91","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181","61","","","","59","49","115","","","","","","54","960","16","188","8","","","","","","","","","","","","","1109","","82.5","","42.2","7.37","2.16","","0.78","","","","0.21","1.34","0.19","5.34","0.61","","","","","","","","","15","","5.36","2.2","","","","0.70668","","18.12","","15.61","","38.3","","","","","","","","","","","","","","","62306",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / PACIFIC OCEAN","NEVADOS DE PAYACHATA, QUARTER CONE","-18.15","-18.16","-69.15","-69.16","SAE","","","s POM 145","VOL","/ ANDESITE [3212] ","","","","F","","60.8","1.07","","15.69","","","","5.18","4.63","2.57","0.08","","3.3","3.92","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","42","","","","39","41","103","","","","","","105","1018","15","204","3","","","","","","","","","","","","","1364","","98.8","","43.9","7.32","1.92","","0.68","","","","0.22","1.09","0.15","5.87","0.77","","","","","","","","","20","","14.8","1.6","","","","0.70626","","18.12","","15.61","","38.35","","","","","","","","","","","","","","","62309",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CAQUENA / PACIFIC OCEAN","NEVADOS DE PAYACHATA","-18","-18.1","-69.25","-69.25","SAE","","","s CAQ 094","VOL","/ ANDESITE [3212] ","","","","F","","56.8","1.33","","16.37","","","","6.17","5.95","3.21","0.09","","2.86","4.28","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147","27","","","","36","54","120","","","","","","57","1313","15","223","7","","","","","","","","","","","","","1382","","114","","50.5","8.57","2.3","","0.7","","","","0.24","0.97","0.15","6.44","0.63","","","","","","","","","16","","8.82","2.6","0.512361","","","0.70645","","18.09","","15.61","","38.34","","","","","","","","","","","","","","","62312",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / AJOYA-CHOQUELIMPIE / PACIFIC OCEAN","NEVADOS DE PAYACHATA","-18.25","-18.25","-69.25","-69.25","SAE","","","s AJO 017","VOL","/ RHYOLITE [3212] ","","","","F","","73","0.25","","12.99","","","","1.38","1.02","0.37","0.07","","4.47","3.44","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","8","","","","19","22","44","","","","","","146","147","17","121","8","","","","","","","","","","","","","638","","67","","22.6","3.59","0.6","","0.47","","","","0.33","1.65","0.25","3.23","1.06","","","","","","","","","","","16.3","2.2","","","","","","","","","","","","","","","","","","","","","","","","","62314",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LAUCA / PACIFIC OCEAN","NEVADOS DE PAYACHATA","-18.25","-18.25","-69.25","-69.33","SAE","","","s LAU 005","VOL","/ ANDESITE [3212] ","","","","F","","58","0.73","","17.64","","","","6.48","6.41","2.84","0.15","","1.76","3.48","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131","13","","","","22","50","103","","","","","","50","526","21","147","31","","","","","","","","","","","","","695","","46.6","","24","4.51","1.32","","0.66","","","","0.37","2.13","0.35","3.82","0.43","","","","","","","","","13","","4.4","1.7","0.512293","","","0.70665","","18.2","","15.62","","38.52","","","","","","","","","","","","","","","62316",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CHUCULLO (CHUCUYO) / PACIFIC OCEAN","NEVADOS DE PAYACHATA, VILACOLLO","-18.22","-18.23","-69.28","-69.33","SAE","","","s CHU 173","VOL","/ ANDESITE [3212] ","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512313","","","0.70667","","18.05","","15.6","","38.2","","","","","","","","","","","","","","","62320",
"[3212]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CAQUENA / PACIFIC OCEAN","NEVADOS DE PAYACHATA","-18","-18.1","-69.25","-69.25","SAE","","","s CAQ 003","VOL","/ NOT GIVEN [3212] ","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512332","","","0.70772","","18.12","","15.6","","38.36","","","","","","","","","","","","","","","62321",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T5","VOL","/ DACITE [2843] ","","","","","","64.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70466","","","","","","","","","","","","","","","","","","","","","62343",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T12","VOL","/ DACITE [2843] ","","","","","","60.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70458","","18.518","","15.614","","38.471","","","","","","","","","","","","","","","62344",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T15","VOL","/ ANDESITE [2843] ","","","","","","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7048","","","","","","","","","","","","","","","","","","","","","62345",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T17","VOL","/ DACITE [2843] ","","","","","","62.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70461","","","","","","","","","","","","","","","","","","","","","62346",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T20","VOL","/ DACITE [2843] ","","","","","","63.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70468","","","","","","","","","","","","","","","","","","","","","62347",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T41","VOL","/ DACITE [2843] ","","","","","","61.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70487","","","","","","","","","","","","","","","","","","","","","62348",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T49","VOL","/ DACITE [2843] ","","","","","","62.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70483","","","","","","","","","","","","","","","","","","","","","62349",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T53","VOL","/ DACITE [2843] ","","","","","","63.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70475","","18.502","","15.6","","38.429","","","","","","","","","","","","","","","62350",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T55","VOL","/ DACITE [2843] ","","","","","","62.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70474","","","","","","","","","","","","","","","","","","","","","62351",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T57","VOL","/ DACITE [2843] ","","","","","","61.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7047","","","","","","","","","","","","","","","","","","","","","62352",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T65","VOL","/ DACITE [2843] ","","","","","","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70476","","18.496","","15.581","","38.391","","","","","","","","","","","","","","","62353",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATITO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T6","VOL","/ DACITE [2843] ","","","","","","62.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70481","","18.571","","15.609","","38.514","","","","","","","","","","","","","","","62354",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATITO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T29","VOL","/ ANDESITE [2843] ","","","","","","58.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70489","","","","","","","","","","","","","","","","","","","","","62355",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATITO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T32","VOL","/ ANDESITE [2843] ","","","","","","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70488","","","","","","","","","","","","","","","","","","","","","62356",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATITO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T33","VOL","/ ANDESITE [2843] ","","","","","","57.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70499","","18.602","","15.595","","38.508","","","","","","","","","","","","","","","62357",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATITO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T48","VOL","/ DACITE [2843] ","","","","","","64.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163","457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512589","","","0.70484","","18.559","","15.612","","38.499","","","","","","","","","","","","","","","62358",
"[2843]","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / TUPUNGATITO / PACIFIC OCEAN","","-33.4","-33.4","-69.8","-69.8","SAE","","","s T27","PLU","/ GRANITOID, XENOLITH [2843] ","","","","","","76.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75556","","18.497","","15.561","","38.38","","","","","","","","","","","","","","","62359",
